TableInfo,[Sal],[Ery],[Cm],[Tmp],[Ofl],[Dox],[Linc],g
1,0.008747175801513357,0.010277022071018953,0.007318307069055027,0.0,0.0,0.0,0.0,0.88
1,0.008747175801513357,0.020554044142037906,0.014636614138110054,0.0,0.0,0.0,0.0,0.74
1,0.008747175801513357,0.030831066213056858,0.021954921207165082,0.0,0.0,0.0,0.0,0.65
1,0.008747175801513357,0.04110808828407581,0.029273228276220108,0.0,0.0,0.0,0.0,0.53
1,0.008747175801513357,0.051385110355094764,0.036591535345275136,0.0,0.0,0.0,0.0,0.41
1,0.01049661096181603,0.010277022071018953,0.0043909842414330165,0.0,0.0,0.0,0.0,0.86
1,0.01049661096181603,0.010277022071018953,0.008781968482866033,0.0,0.0,0.0,0.0,0.9
1,0.01049661096181603,0.010277022071018953,0.01317295272429905,0.0,0.0,0.0,0.0,0.9
1,0.01049661096181603,0.010277022071018953,0.017563936965732066,0.0,0.0,0.0,0.0,0.89
1,0.01049661096181603,0.010277022071018953,0.021954921207165082,0.0,0.0,0.0,0.0,0.85
1,0.01049661096181603,0.010277022071018953,0.0263459054485981,0.0,0.0,0.0,0.0,0.81
1,0.01049661096181603,0.010277022071018953,0.030736889690031115,0.0,0.0,0.0,0.0,0.81
1,0.01049661096181603,0.010277022071018953,0.03512787393146413,0.0,0.0,0.0,0.0,0.8
1,0.01049661096181603,0.010277022071018953,0.03951885817289715,0.0,0.0,0.0,0.0,0.83
1,0.017494351603026714,0.010277022071018953,0.007318307069055027,0.0,0.0,0.0,0.0,0.8
1,0.017494351603026714,0.020554044142037906,0.014636614138110054,0.0,0.0,0.0,0.0,0.65
1,0.017494351603026714,0.030831066213056858,0.021954921207165082,0.0,0.0,0.0,0.0,0.63
1,0.017494351603026714,0.04110808828407581,0.029273228276220108,0.0,0.0,0.0,0.0,0.51
1,0.017494351603026714,0.051385110355094764,0.036591535345275136,0.0,0.0,0.0,0.0,0.41
1,0.02099322192363206,0.020554044142037906,0.0043909842414330165,0.0,0.0,0.0,0.0,0.76
1,0.02099322192363206,0.020554044142037906,0.008781968482866033,0.0,0.0,0.0,0.0,0.8
1,0.02099322192363206,0.020554044142037906,0.01317295272429905,0.0,0.0,0.0,0.0,0.82
1,0.02099322192363206,0.020554044142037906,0.017563936965732066,0.0,0.0,0.0,0.0,0.76
1,0.02099322192363206,0.020554044142037906,0.021954921207165082,0.0,0.0,0.0,0.0,0.75
1,0.02099322192363206,0.020554044142037906,0.0263459054485981,0.0,0.0,0.0,0.0,0.71
1,0.02099322192363206,0.020554044142037906,0.030736889690031115,0.0,0.0,0.0,0.0,0.69
1,0.02099322192363206,0.020554044142037906,0.03512787393146413,0.0,0.0,0.0,0.0,0.67
1,0.02099322192363206,0.020554044142037906,0.03951885817289715,0.0,0.0,0.0,0.0,0.68
1,0.026241527404540072,0.010277022071018953,0.007318307069055027,0.0,0.0,0.0,0.0,0.77
1,0.026241527404540072,0.020554044142037906,0.014636614138110054,0.0,0.0,0.0,0.0,0.66
1,0.026241527404540072,0.030831066213056858,0.021954921207165082,0.0,0.0,0.0,0.0,0.57
1,0.026241527404540072,0.04110808828407581,0.029273228276220108,0.0,0.0,0.0,0.0,0.44
1,0.026241527404540072,0.051385110355094764,0.036591535345275136,0.0,0.0,0.0,0.0,0.36
1,0.031489832885448085,0.030831066213056858,0.0043909842414330165,0.0,0.0,0.0,0.0,0.65
1,0.031489832885448085,0.030831066213056858,0.008781968482866033,0.0,0.0,0.0,0.0,0.64
1,0.031489832885448085,0.030831066213056858,0.01317295272429905,0.0,0.0,0.0,0.0,0.66
1,0.031489832885448085,0.030831066213056858,0.017563936965732066,0.0,0.0,0.0,0.0,0.66
1,0.031489832885448085,0.030831066213056858,0.021954921207165082,0.0,0.0,0.0,0.0,0.64
1,0.031489832885448085,0.030831066213056858,0.0263459054485981,0.0,0.0,0.0,0.0,0.62
1,0.031489832885448085,0.030831066213056858,0.030736889690031115,0.0,0.0,0.0,0.0,0.62
1,0.031489832885448085,0.030831066213056858,0.03512787393146413,0.0,0.0,0.0,0.0,0.58
1,0.031489832885448085,0.030831066213056858,0.03951885817289715,0.0,0.0,0.0,0.0,0.53
1,0.03498870320605343,0.010277022071018953,0.007318307069055027,0.0,0.0,0.0,0.0,0.71
1,0.03498870320605343,0.020554044142037906,0.014636614138110054,0.0,0.0,0.0,0.0,0.61
1,0.03498870320605343,0.030831066213056858,0.021954921207165082,0.0,0.0,0.0,0.0,0.54
1,0.03498870320605343,0.04110808828407581,0.029273228276220108,0.0,0.0,0.0,0.0,0.43
1,0.03498870320605343,0.051385110355094764,0.036591535345275136,0.0,0.0,0.0,0.0,0.3
1,0.04198644384726412,0.04110808828407581,0.0043909842414330165,0.0,0.0,0.0,0.0,0.48
1,0.04198644384726412,0.04110808828407581,0.008781968482866033,0.0,0.0,0.0,0.0,0.52
1,0.04198644384726412,0.04110808828407581,0.01317295272429905,0.0,0.0,0.0,0.0,0.49
1,0.04198644384726412,0.04110808828407581,0.017563936965732066,0.0,0.0,0.0,0.0,0.49
1,0.04198644384726412,0.04110808828407581,0.021954921207165082,0.0,0.0,0.0,0.0,0.5
1,0.04198644384726412,0.04110808828407581,0.0263459054485981,0.0,0.0,0.0,0.0,0.51
1,0.04198644384726412,0.04110808828407581,0.030736889690031115,0.0,0.0,0.0,0.0,0.48
1,0.04198644384726412,0.04110808828407581,0.03512787393146413,0.0,0.0,0.0,0.0,0.44
1,0.04198644384726412,0.04110808828407581,0.03951885817289715,0.0,0.0,0.0,0.0,0.44
1,0.043735879007566786,0.010277022071018953,0.007318307069055027,0.0,0.0,0.0,0.0,0.6
1,0.043735879007566786,0.020554044142037906,0.014636614138110054,0.0,0.0,0.0,0.0,0.58
1,0.043735879007566786,0.030831066213056858,0.021954921207165082,0.0,0.0,0.0,0.0,0.5
1,0.043735879007566786,0.04110808828407581,0.029273228276220108,0.0,0.0,0.0,0.0,0.4
1,0.043735879007566786,0.051385110355094764,0.036591535345275136,0.0,0.0,0.0,0.0,0.31
1,0.052483054809080144,0.010277022071018953,0.007318307069055027,0.0,0.0,0.0,0.0,0.51
1,0.052483054809080144,0.020554044142037906,0.014636614138110054,0.0,0.0,0.0,0.0,0.51
1,0.052483054809080144,0.030831066213056858,0.021954921207165082,0.0,0.0,0.0,0.0,0.48
1,0.052483054809080144,0.04110808828407581,0.029273228276220108,0.0,0.0,0.0,0.0,0.36
1,0.052483054809080144,0.051385110355094764,0.0043909842414330165,0.0,0.0,0.0,0.0,0.33
1,0.052483054809080144,0.051385110355094764,0.008781968482866033,0.0,0.0,0.0,0.0,0.37
1,0.052483054809080144,0.051385110355094764,0.01317295272429905,0.0,0.0,0.0,0.0,0.36
1,0.052483054809080144,0.051385110355094764,0.017563936965732066,0.0,0.0,0.0,0.0,0.35
1,0.052483054809080144,0.051385110355094764,0.021954921207165082,0.0,0.0,0.0,0.0,0.35
1,0.052483054809080144,0.051385110355094764,0.0263459054485981,0.0,0.0,0.0,0.0,0.37
1,0.052483054809080144,0.051385110355094764,0.030736889690031115,0.0,0.0,0.0,0.0,0.34
1,0.052483054809080144,0.051385110355094764,0.03512787393146413,0.0,0.0,0.0,0.0,0.3
1,0.052483054809080144,0.051385110355094764,0.036591535345275136,0.0,0.0,0.0,0.0,0.28
1,0.052483054809080144,0.051385110355094764,0.03951885817289715,0.0,0.0,0.0,0.0,0.3
1,0.0612302306105935,0.010277022071018953,0.007318307069055027,0.0,0.0,0.0,0.0,0.55
1,0.0612302306105935,0.020554044142037906,0.014636614138110054,0.0,0.0,0.0,0.0,0.46
1,0.0612302306105935,0.030831066213056858,0.021954921207165082,0.0,0.0,0.0,0.0,0.44
1,0.0612302306105935,0.04110808828407581,0.029273228276220108,0.0,0.0,0.0,0.0,0.29
1,0.0612302306105935,0.051385110355094764,0.036591535345275136,0.0,0.0,0.0,0.0,0.25
1,0.06997740641210685,0.010277022071018953,0.007318307069055027,0.0,0.0,0.0,0.0,0.52
1,0.06997740641210685,0.020554044142037906,0.014636614138110054,0.0,0.0,0.0,0.0,0.46
1,0.06997740641210685,0.030831066213056858,0.021954921207165082,0.0,0.0,0.0,0.0,0.4
1,0.06997740641210685,0.04110808828407581,0.029273228276220108,0.0,0.0,0.0,0.0,0.31
1,0.06997740641210685,0.051385110355094764,0.036591535345275136,0.0,0.0,0.0,0.0,0.21
1,0.07872458221362022,0.010277022071018953,0.007318307069055027,0.0,0.0,0.0,0.0,0.48
1,0.07872458221362022,0.020554044142037906,0.014636614138110054,0.0,0.0,0.0,0.0,0.38
1,0.07872458221362022,0.030831066213056858,0.021954921207165082,0.0,0.0,0.0,0.0,0.36
1,0.07872458221362022,0.04110808828407581,0.029273228276220108,0.0,0.0,0.0,0.0,0.29
1,0.07872458221362022,0.051385110355094764,0.036591535345275136,0.0,0.0,0.0,0.0,0.19
2,0.0,0.00653992313610297,0.0043909842414330165,0.011718120625657144,0.0,0.0,0.0,0.73
2,0.0,0.01307984627220594,0.0043909842414330165,0.02343624125131429,0.0,0.0,0.0,0.49
2,0.0,0.01961976940830891,0.0043909842414330165,0.03515436187697143,0.0,0.0,0.0,0.4
2,0.0,0.02615969254441188,0.0043909842414330165,0.04687248250262858,0.0,0.0,0.0,0.29
2,0.0,0.03269961568051485,0.0043909842414330165,0.05859060312828572,0.0,0.0,0.0,0.15
2,0.0,0.004484518721899179,0.007318307069055027,0.011718120625657144,0.0,0.0,0.0,0.63
2,0.0,0.008969037443798358,0.007318307069055027,0.011718120625657144,0.0,0.0,0.0,0.61
2,0.0,0.013453556165697537,0.007318307069055027,0.011718120625657144,0.0,0.0,0.0,0.62
2,0.0,0.017938074887596717,0.007318307069055027,0.011718120625657144,0.0,0.0,0.0,0.65
2,0.0,0.022422593609495896,0.007318307069055027,0.011718120625657144,0.0,0.0,0.0,0.57
2,0.0,0.026907112331395075,0.007318307069055027,0.011718120625657144,0.0,0.0,0.0,0.51
2,0.0,0.031391631053294254,0.007318307069055027,0.011718120625657144,0.0,0.0,0.0,0.5
2,0.0,0.03587614977519343,0.007318307069055027,0.011718120625657144,0.0,0.0,0.0,0.48
2,0.0,0.04036066849709262,0.007318307069055027,0.011718120625657144,0.0,0.0,0.0,0.5
2,0.0,0.00653992313610297,0.008781968482866033,0.011718120625657144,0.0,0.0,0.0,0.75
2,0.0,0.01307984627220594,0.008781968482866033,0.02343624125131429,0.0,0.0,0.0,0.61
2,0.0,0.01961976940830891,0.008781968482866033,0.03515436187697143,0.0,0.0,0.0,0.45
2,0.0,0.02615969254441188,0.008781968482866033,0.04687248250262858,0.0,0.0,0.0,0.22
2,0.0,0.03269961568051485,0.008781968482866033,0.05859060312828572,0.0,0.0,0.0,0.16
2,0.0,0.00653992313610297,0.01317295272429905,0.011718120625657144,0.0,0.0,0.0,0.74
2,0.0,0.01307984627220594,0.01317295272429905,0.02343624125131429,0.0,0.0,0.0,0.6
2,0.0,0.01961976940830891,0.01317295272429905,0.03515436187697143,0.0,0.0,0.0,0.45
2,0.0,0.02615969254441188,0.01317295272429905,0.04687248250262858,0.0,0.0,0.0,0.32
2,0.0,0.03269961568051485,0.01317295272429905,0.05859060312828572,0.0,0.0,0.0,0.15
2,0.0,0.004484518721899179,0.014636614138110054,0.02343624125131429,0.0,0.0,0.0,0.52
2,0.0,0.008969037443798358,0.014636614138110054,0.02343624125131429,0.0,0.0,0.0,0.52
2,0.0,0.013453556165697537,0.014636614138110054,0.02343624125131429,0.0,0.0,0.0,0.49
2,0.0,0.017938074887596717,0.014636614138110054,0.02343624125131429,0.0,0.0,0.0,0.47
2,0.0,0.022422593609495896,0.014636614138110054,0.02343624125131429,0.0,0.0,0.0,0.44
2,0.0,0.026907112331395075,0.014636614138110054,0.02343624125131429,0.0,0.0,0.0,0.45
2,0.0,0.031391631053294254,0.014636614138110054,0.02343624125131429,0.0,0.0,0.0,0.46
2,0.0,0.03587614977519343,0.014636614138110054,0.02343624125131429,0.0,0.0,0.0,0.35
2,0.0,0.04036066849709262,0.014636614138110054,0.02343624125131429,0.0,0.0,0.0,0.39
2,0.0,0.00653992313610297,0.017563936965732066,0.011718120625657144,0.0,0.0,0.0,0.69
2,0.0,0.01307984627220594,0.017563936965732066,0.02343624125131429,0.0,0.0,0.0,0.54
2,0.0,0.01961976940830891,0.017563936965732066,0.03515436187697143,0.0,0.0,0.0,0.43
2,0.0,0.02615969254441188,0.017563936965732066,0.04687248250262858,0.0,0.0,0.0,0.24
2,0.0,0.03269961568051485,0.017563936965732066,0.05859060312828572,0.0,0.0,0.0,0.16
2,0.0,0.004484518721899179,0.021954921207165082,0.03515436187697143,0.0,0.0,0.0,0.4
2,0.0,0.00653992313610297,0.021954921207165082,0.011718120625657144,0.0,0.0,0.0,0.67
2,0.0,0.008969037443798358,0.021954921207165082,0.03515436187697143,0.0,0.0,0.0,0.4
2,0.0,0.01307984627220594,0.021954921207165082,0.02343624125131429,0.0,0.0,0.0,0.55
2,0.0,0.013453556165697537,0.021954921207165082,0.03515436187697143,0.0,0.0,0.0,0.37
2,0.0,0.017938074887596717,0.021954921207165082,0.03515436187697143,0.0,0.0,0.0,0.36
2,0.0,0.01961976940830891,0.021954921207165082,0.03515436187697143,0.0,0.0,0.0,0.42
2,0.0,0.022422593609495896,0.021954921207165082,0.03515436187697143,0.0,0.0,0.0,0.36
2,0.0,0.02615969254441188,0.021954921207165082,0.04687248250262858,0.0,0.0,0.0,0.23
2,0.0,0.026907112331395075,0.021954921207165082,0.03515436187697143,0.0,0.0,0.0,0.34
2,0.0,0.031391631053294254,0.021954921207165082,0.03515436187697143,0.0,0.0,0.0,0.33
2,0.0,0.03269961568051485,0.021954921207165082,0.05859060312828572,0.0,0.0,0.0,0.17
2,0.0,0.03587614977519343,0.021954921207165082,0.03515436187697143,0.0,0.0,0.0,0.32
2,0.0,0.04036066849709262,0.021954921207165082,0.03515436187697143,0.0,0.0,0.0,0.31
2,0.0,0.00653992313610297,0.0263459054485981,0.011718120625657144,0.0,0.0,0.0,0.7
2,0.0,0.01307984627220594,0.0263459054485981,0.02343624125131429,0.0,0.0,0.0,0.55
2,0.0,0.01961976940830891,0.0263459054485981,0.03515436187697143,0.0,0.0,0.0,0.43
2,0.0,0.02615969254441188,0.0263459054485981,0.04687248250262858,0.0,0.0,0.0,0.29
2,0.0,0.03269961568051485,0.0263459054485981,0.05859060312828572,0.0,0.0,0.0,0.16
2,0.0,0.004484518721899179,0.029273228276220108,0.04687248250262858,0.0,0.0,0.0,0.2
2,0.0,0.008969037443798358,0.029273228276220108,0.04687248250262858,0.0,0.0,0.0,0.24
2,0.0,0.013453556165697537,0.029273228276220108,0.04687248250262858,0.0,0.0,0.0,0.29
2,0.0,0.017938074887596717,0.029273228276220108,0.04687248250262858,0.0,0.0,0.0,0.21
2,0.0,0.022422593609495896,0.029273228276220108,0.04687248250262858,0.0,0.0,0.0,0.22
2,0.0,0.026907112331395075,0.029273228276220108,0.04687248250262858,0.0,0.0,0.0,0.23
2,0.0,0.031391631053294254,0.029273228276220108,0.04687248250262858,0.0,0.0,0.0,0.23
2,0.0,0.03587614977519343,0.029273228276220108,0.04687248250262858,0.0,0.0,0.0,0.17
2,0.0,0.04036066849709262,0.029273228276220108,0.04687248250262858,0.0,0.0,0.0,0.17
2,0.0,0.00653992313610297,0.030736889690031115,0.011718120625657144,0.0,0.0,0.0,0.59
2,0.0,0.01307984627220594,0.030736889690031115,0.02343624125131429,0.0,0.0,0.0,0.45
2,0.0,0.01961976940830891,0.030736889690031115,0.03515436187697143,0.0,0.0,0.0,0.39
2,0.0,0.02615969254441188,0.030736889690031115,0.04687248250262858,0.0,0.0,0.0,0.09
2,0.0,0.03269961568051485,0.030736889690031115,0.05859060312828572,0.0,0.0,0.0,0.13
2,0.0,0.00653992313610297,0.03512787393146413,0.011718120625657144,0.0,0.0,0.0,0.65
2,0.0,0.01307984627220594,0.03512787393146413,0.02343624125131429,0.0,0.0,0.0,0.48
2,0.0,0.01961976940830891,0.03512787393146413,0.03515436187697143,0.0,0.0,0.0,0.37
2,0.0,0.02615969254441188,0.03512787393146413,0.04687248250262858,0.0,0.0,0.0,0.2
2,0.0,0.03269961568051485,0.03512787393146413,0.05859060312828572,0.0,0.0,0.0,0.14
2,0.0,0.004484518721899179,0.036591535345275136,0.05859060312828572,0.0,0.0,0.0,0.18
2,0.0,0.008969037443798358,0.036591535345275136,0.05859060312828572,0.0,0.0,0.0,0.17
2,0.0,0.013453556165697537,0.036591535345275136,0.05859060312828572,0.0,0.0,0.0,0.15
2,0.0,0.017938074887596717,0.036591535345275136,0.05859060312828572,0.0,0.0,0.0,0.15
2,0.0,0.022422593609495896,0.036591535345275136,0.05859060312828572,0.0,0.0,0.0,0.15
2,0.0,0.026907112331395075,0.036591535345275136,0.05859060312828572,0.0,0.0,0.0,0.14
2,0.0,0.031391631053294254,0.036591535345275136,0.05859060312828572,0.0,0.0,0.0,0.12
2,0.0,0.03587614977519343,0.036591535345275136,0.05859060312828572,0.0,0.0,0.0,0.13
2,0.0,0.04036066849709262,0.036591535345275136,0.05859060312828572,0.0,0.0,0.0,0.13
2,0.0,0.00653992313610297,0.03951885817289715,0.011718120625657144,0.0,0.0,0.0,0.63
2,0.0,0.01307984627220594,0.03951885817289715,0.02343624125131429,0.0,0.0,0.0,0.43
2,0.0,0.01961976940830891,0.03951885817289715,0.03515436187697143,0.0,0.0,0.0,0.36
2,0.0,0.02615969254441188,0.03951885817289715,0.04687248250262858,0.0,0.0,0.0,0.18
2,0.0,0.03269961568051485,0.03951885817289715,0.05859060312828572,0.0,0.0,0.0,0.13
3,0.006997740641210687,0.0,0.0043909842414330165,0.0,0.007807201797536161,0.0,0.0,0.94
3,0.013995481282421373,0.0,0.0043909842414330165,0.0,0.015614403595072322,0.0,0.0,0.84
3,0.02099322192363206,0.0,0.0043909842414330165,0.0,0.023421605392608482,0.0,0.0,0.87
3,0.027990962564842747,0.0,0.0043909842414330165,0.0,0.031228807190144644,0.0,0.0,0.83
3,0.03498870320605343,0.0,0.0043909842414330165,0.0,0.0390360089876808,0.0,0.0,0.77
3,0.04198644384726412,0.0,0.0043909842414330165,0.0,0.046843210785216964,0.0,0.0,0.74
3,0.0489841844884748,0.0,0.0043909842414330165,0.0,0.054650412582753126,0.0,0.0,0.69
3,0.006997740641210687,0.0,0.007318307069055027,0.0,0.004461258170020663,0.0,0.0,0.91
3,0.004373587900756678,0.0,0.007318307069055027,0.0,0.007807201797536161,0.0,0.0,0.94
3,0.008747175801513357,0.0,0.007318307069055027,0.0,0.007807201797536161,0.0,0.0,0.93
3,0.013120763702270036,0.0,0.007318307069055027,0.0,0.007807201797536161,0.0,0.0,0.95
3,0.017494351603026714,0.0,0.007318307069055027,0.0,0.007807201797536161,0.0,0.0,0.96
3,0.021867939503783393,0.0,0.007318307069055027,0.0,0.007807201797536161,0.0,0.0,0.9
3,0.026241527404540072,0.0,0.007318307069055027,0.0,0.007807201797536161,0.0,0.0,0.84
3,0.03061511530529675,0.0,0.007318307069055027,0.0,0.007807201797536161,0.0,0.0,0.83
3,0.03498870320605343,0.0,0.007318307069055027,0.0,0.007807201797536161,0.0,0.0,0.82
3,0.03936229110681011,0.0,0.007318307069055027,0.0,0.007807201797536161,0.0,0.0,0.78
3,0.043735879007566786,0.0,0.007318307069055027,0.0,0.007807201797536161,0.0,0.0,0.76
3,0.04810946690832347,0.0,0.007318307069055027,0.0,0.007807201797536161,0.0,0.0,0.73
3,0.006997740641210687,0.0,0.007318307069055027,0.0,0.008922516340041327,0.0,0.0,0.93
3,0.006997740641210687,0.0,0.007318307069055027,0.0,0.01338377451006199,0.0,0.0,0.95
3,0.006997740641210687,0.0,0.007318307069055027,0.0,0.017845032680082654,0.0,0.0,0.96
3,0.006997740641210687,0.0,0.007318307069055027,0.0,0.022306290850103317,0.0,0.0,0.97
3,0.006997740641210687,0.0,0.007318307069055027,0.0,0.02676754902012398,0.0,0.0,0.98
3,0.006997740641210687,0.0,0.007318307069055027,0.0,0.031228807190144644,0.0,0.0,0.96
3,0.006997740641210687,0.0,0.007318307069055027,0.0,0.03569006536016531,0.0,0.0,0.94
3,0.006997740641210687,0.0,0.007318307069055027,0.0,0.040151323530185974,0.0,0.0,0.99
3,0.006997740641210687,0.0,0.007318307069055027,0.0,0.044612581700206634,0.0,0.0,0.92
3,0.006997740641210687,0.0,0.007318307069055027,0.0,0.0490738398702273,0.0,0.0,0.83
3,0.006997740641210687,0.0,0.008781968482866033,0.0,0.007807201797536161,0.0,0.0,0.94
3,0.013995481282421373,0.0,0.008781968482866033,0.0,0.015614403595072322,0.0,0.0,0.91
3,0.02099322192363206,0.0,0.008781968482866033,0.0,0.023421605392608482,0.0,0.0,0.88
3,0.027990962564842747,0.0,0.008781968482866033,0.0,0.031228807190144644,0.0,0.0,0.84
3,0.03498870320605343,0.0,0.008781968482866033,0.0,0.0390360089876808,0.0,0.0,0.76
3,0.04198644384726412,0.0,0.008781968482866033,0.0,0.046843210785216964,0.0,0.0,0.73
3,0.0489841844884748,0.0,0.008781968482866033,0.0,0.054650412582753126,0.0,0.0,0.65
3,0.006997740641210687,0.0,0.01317295272429905,0.0,0.007807201797536161,0.0,0.0,0.92
3,0.013995481282421373,0.0,0.01317295272429905,0.0,0.015614403595072322,0.0,0.0,0.91
3,0.02099322192363206,0.0,0.01317295272429905,0.0,0.023421605392608482,0.0,0.0,0.87
3,0.027990962564842747,0.0,0.01317295272429905,0.0,0.031228807190144644,0.0,0.0,0.84
3,0.03498870320605343,0.0,0.01317295272429905,0.0,0.0390360089876808,0.0,0.0,0.77
3,0.04198644384726412,0.0,0.01317295272429905,0.0,0.046843210785216964,0.0,0.0,0.74
3,0.0489841844884748,0.0,0.01317295272429905,0.0,0.054650412582753126,0.0,0.0,0.67
3,0.013995481282421373,0.0,0.014636614138110054,0.0,0.004461258170020663,0.0,0.0,0.89
3,0.013995481282421373,0.0,0.014636614138110054,0.0,0.008922516340041327,0.0,0.0,0.9
3,0.013995481282421373,0.0,0.014636614138110054,0.0,0.01338377451006199,0.0,0.0,0.9
3,0.004373587900756678,0.0,0.014636614138110054,0.0,0.015614403595072322,0.0,0.0,0.95
3,0.008747175801513357,0.0,0.014636614138110054,0.0,0.015614403595072322,0.0,0.0,0.97
3,0.013120763702270036,0.0,0.014636614138110054,0.0,0.015614403595072322,0.0,0.0,0.94
